/api/products/getAll || Status: Successfully accessed  || Date: 15/9/2023 || Time: 14:9:36 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:44:51 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided || Date: 19/9/2023 || Time: 17:44:51 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:46:23 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided || Date: 19/9/2023 || Time: 17:46:23 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:46:34 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided, name: name was not provided || Date: 19/9/2023 || Time: 17:46:34 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:57:51 BST
/api/products/filterProducts?releaseDateFill=higher&genre=Adventure&releaseDate=2000 || Status: Successfully accessed  || Date: 19/9/2023 || Time: 19:35:58 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 19:42:6 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:26:39 BST
/api/review/getReviewByUser || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:38:42 BST
/api/review/getReviewByUser || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:39:42 BST
/api/review/removeReviewByUser || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:48:20 BST
/api/review/removeReviewByUser || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:48:59 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:56:42 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 20:56:57 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:2:27 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:2:54 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:4:4 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:4:25 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:4:43 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:5:6 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:12:44 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:13:56 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:14:8 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:21:6 BST
/api/cart/getCartById || Status: getaddrinfo ENOTFOUND ac-zqbqwqm-shard-00-00.3snzeez.mongodb.net || Date: 19/9/2023 || Time: 21:28:43 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:29:38 BST
/api/user/addFund || Status: Successfully accessed  || Date: 19/9/2023 || Time: 21:35:59 BST
/api/admin/getAllUser || Status: Successfully accessed  || Date: 19/9/2023 || Time: 22:0:17 BST
/api/admin/updateUserData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 22:4:42 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 22:14:47 BST
/api/admin/deleteUserData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 22:17:39 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 22:23:26 BST
/api/review/removeReviewByUser || Status: Successfully accessed  || Date: 20/9/2023 || Time: 8:19:0 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 8:48:6 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 20/9/2023 || Time: 8:48:38 BST
/api/review/addReview || Status: Successfully accessed  || Date: 20/9/2023 || Time: 8:49:10 BST
/api/review/getReviewByUser || Status: Successfully accessed  || Date: 20/9/2023 || Time: 8:51:21 BST
/api/review/getReviewByUser || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:27:55 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:28:15 BST
/api/user/addFund || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:30:1 BST
/api/user/addFund || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:30:36 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:39:55 BST
/api/products/filterProducts?search=Shadows%20of%20Destiny || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:40:22 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:42:14 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:57:47 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:58:43 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:58:56 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:59:2 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:59:23 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:59:34 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:59:46 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 20/9/2023 || Time: 9:59:52 BST
/api/review/addReview || Status: Successfully accessed  || Date: 20/9/2023 || Time: 10:0:41 BST
/api/review/addReview || Status: Successfully accessed  || Date: 20/9/2023 || Time: 10:1:25 BST
/api/review/addReview || Status: Successfully accessed  || Date: 20/9/2023 || Time: 10:43:1 BST
